id,lr,loss
0,1E-05,0.630022653037152
1,1.12332403297803E-05,0.630159894558342
2,1.26185688306602E-05,0.630372100500854
3,1.41747416292681E-05,0.63057377775741
4,1.59228279334109E-05,0.630734496976428
5,1.78864952905744E-05,0.630820905139533
6,2.00923300256505E-05,0.630794217494137
7,2.25701971963392E-05,0.63060223202655
8,2.53536449397011E-05,0.630208192570402
9,2.8480358684358E-05,0.629607577790567
10,3.19926713779738E-05,0.628693886787355
11,3.59381366380463E-05,0.627455811009858
12,4.03701725859656E-05,0.625851161444834
13,4.53487850812858E-05,0.62386246764645
14,5.09413801481638E-05,0.621524881959396
15,5.72236765935022E-05,0.618932808764985
16,6.42807311728432E-05,0.616159178627067
17,7.22080901838546E-05,0.613066540961072
18,8.11130830789687E-05,0.609614882223743
19,9.11162756115489E-05,0.605772944826546
20,0.00010235310219,0.601350917910842
21,0.00011497569954,0.596230238110191
22,0.000129154966501,0.590294393267704
23,0.00014508287785,0.58350728789592
24,0.000162975083462,0.575887865509697
25,0.00018307382803,0.567371076345341
26,0.000205651230835,0.558196180183943
27,0.000231012970008,0.548441240313766
28,0.00025950242114,0.537671384234098
29,0.000291505306283,0.525927149542331
30,0.000327454916288,0.5134897451311
31,0.000367837977183,0.501027848445219
32,0.000413201240012,0.488885306139422
33,0.000464158883361,0.476860021776992
34,0.0005214008288,0.464440772198975
35,0.000585702081806,0.453372320780012
36,0.000657933224658,0.444190254532364
37,0.000739072203353,0.436055513702931
38,0.000830217568132,0.4281428147414
39,0.000932603346883,0.420216563941376
40,0.00104761575279,0.412430539778638
41,0.001176811952435,0.404209123821378
42,0.001321941148466,0.397434149953654
43,0.001484968262254,0.391871869204829
44,0.0016681005372,0.386674658792041
45,0.00187381742286,0.386965649018753
46,0.002104904144512,0.406439639940371
47,0.002364489412645,0.426638504769592
48,0.002656087782947,0.438107202859917
49,0.002983647240283,0.443824558089765
50,0.003351602650939,0.439279372353242
51,0.003764935806792,0.460391578085659
52,0.00422924287439,0.487369127714504
53,0.004750810162103,0.51300050675179
54,0.005336699231206,0.537335990310239
55,0.005994842503189,0.56046898413616
56,0.006734150657751,0.582445372283833
57,0.007564633275546,0.603322941015382
58,0.008497534359086,0.623156631310355
59,0.009545484566618,0.641995636486136
60,0.010722672220103,0.659895692007571
61,0.012045035402588,0.676900745085041
62,0.013530477745798,0.693055129351106
63,0.015199110829529,0.708402210229292
64,0.017073526474707,0.722981937063569
65,0.019179102616725,0.736832677556132
66,0.021544346900319,0.749990881024066
67,0.024201282647944,0.762059529568124
68,0.027185882427329,0.770020087074389
69,0.030538555088334,0.780947656688094
70,0.034304692863149,0.791899751273025
71,0.038535285937105,0.802304601055115
72,0.043287612810831,0.8121892083481
73,0.048626015800654,0.821579585276437
74,0.054622772176844,0.830500217262732
75,0.061359072734132,0.838974786772408
76,0.068926121043497,0.847025860623042
77,0.077426368268113,0.854673364950196
78,0.086974900261778,0.861939534966094
79,0.097700995729923,0.868842395642188
80,0.109749876549306,0.875400113240779
81,0.123284673944207,0.881629945413904
82,0.138488637139387,0.887548287035874
83,0.155567614393047,0.89317071227592
84,0.174752840000768,0.898511980849504
85,0.196304065004027,0.903586220079177
86,0.220513073990305,0.908406746420959
87,0.247707635599171,0.912986246445653
88,0.278255940220712,0.917336771469112
89,0.312571584968824,0.921469770241397
90,0.351119173421513,0.925396119075069
91,0.394420605943766,0.929126150467056
92,0.443062145758388,0.932669680289445
93,0.497702356433211,0.936036033839206
94,0.559081018251222,0.939234069492987
95,0.628029144183425,0.942272203364079
96,0.705480231071864,0.945158430541616
97,0.792482898353917,0.947900348824868
98,0.890215085445039,0.950499518488711
99,1,0.9529698364979
